Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Pokemon: Pikachu no Natsumatsuri,2004,6.26,Finished,1,"['Action', 'Comedy', 'Fantasy']",Game
Seihou Bukyou Outlaw Star Specials,1998,7.05,Finished,2,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",Manga
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,2007,6.53,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",Original
Hataraku Saibou Black CM,2020,6.61,Finished,1,['Action'],Manga
Shin Megami Tensei: Tokyo Mokushiroku,1995,5.34,Finished,2,"['Action', 'Horror', 'Sci-Fi', 'Supernatural']",Manga
Gakuen Senki Muryou,2001,7.0,Finished,26,"['Action', 'Adventure', 'Sci-Fi', 'Supernatural']",Original
Tide-Line Blue,2005,6.58,Finished,12,"['Action', 'Adventure', 'Drama']",Original
Tokyo One Piece Tower: Tongari Shima no Dai Hihou,2016,6.57,Finished,1,"['Action', 'Adventure']",Manga
Lupin III: Chi no Kokuin - Eien no Mermaid,2011,7.23,Finished,1,"['Action', 'Adventure', 'Comedy']",Manga
Gundam Build Divers Prologue,2018,6.46,Finished,1,"['Action', 'Sci-Fi']",Original
Abunai Sisters: Koko & Mika,2009,2.54,Finished,10,"['Action', 'Comedy', 'Ecchi']",Original
Dokyuu Hentai HxEros: HxEros Report,2020,5.91,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Ecchi']",Manga
Buddy Daddies Intermission: Cherry-Pick,2023,6.66,Finished,1,"['Action', 'Comedy']",Original
Arcade Gamer Fubuki,2002,5.27,Finished,4,"['Action', 'Comedy', 'Sports', 'Ecchi']",Manga
"Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",2011,7.18,Finished,1,['Action'],Game
Peace Maker Kurogane Movie 1: Omou Michi,2018,6.65,Finished,1,"['Action', 'Comedy']",Manga
Soukyuu no Fafner: Dead Aggressor - The Beyond,2019,7.27,Finished,3,"['Action', 'Drama', 'Sci-Fi']",Source
Genmu Senki Leda,1985,6.3,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Original
Hand Shakers: Go ago Go,2017,5.55,Finished,1,['Action'],Original
Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki,2008,7.16,Finished,1,"['Action', 'Sci-Fi']",Original
Haja Taisei Dangaiou,1987,6.09,Finished,3,"['Action', 'Adventure', 'Sci-Fi']",Source
.hack//Versus: The Thanatos Report,2012,6.28,Finished,1,"['Action', 'Sci-Fi']",Game
Lupin III: Harimao no Zaihou wo Oe!!,1995,6.9,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Ippatsu Kiki Musume,1999,6.2,Finished,16,"['Action', 'Comedy', 'Ecchi']",Manga
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,1999,6.76,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Zenonzard The Animation Episode 0,2019,6.54,Finished,1,"['Action', 'Sci-Fi']",Game
Koroshiya-san: The Hired Gun,2013,5.45,Finished,10,"['Action', 'Comedy', 'Suspense']",4-koma manga
Tunshi Xingkong,2020,7.89,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Novel
Usagi-chan de Cue!!,2001,5.53,Finished,3,"['Action', 'Comedy', 'Romance', 'Ecchi']",Manga
Hikari no Megami,2014,6.62,Finished,1,"['Action', 'Fantasy']",Game
Lupin III: $1 Money Wars,2000,7.11,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Cardfight!! Vanguard: overDress Season 2,2021,6.7,Finished,13,"['Action', 'Drama']",Studio Jemi
Bakugan: Battle Planet,2019,5.5,Finished,50,"['Action', 'Fantasy']",Original
Waga Seishun no Arcadia: Mugen Kidou SSX,1982,7.38,Finished,22,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,1997,7.37,Finished,1,"['Action', 'Adventure', 'Comedy']",Manga
Birth,1984,5.99,Finished,1,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Source
Monster Strike Anime,2017,6.26,Finished,23,"['Action', 'Fantasy']",Source
Toriko 3D: Kaimaku Gourmet Adventure!!,2011,6.69,Finished,1,"['Action', 'Adventure', 'Comedy', 'Gourmet']",Manga
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,2014,6.52,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",
Ultraviolet: Code 044,2008,5.77,Finished,12,"['Action', 'Sci-Fi']",Other
Arion,1986,6.14,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Manga
Deca-Dence: Install,2020,6.31,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Original
Super Street Fighter IV,2010,6.33,Finished,1,"['Action', 'Adventure']",Game
Makai Tenshou,1998,5.22,Finished,2,"['Action', 'Supernatural']",Novel
Venus Project: Climax,2015,5.29,Finished,6,['Action'],Game
Kibou no Chikara: Otona Precure '23,2023,6.68,Finished,12,"['Action', 'Fantasy']",Source
Taiho Shichau zo Special,1999,7.03,Finished,20,"['Action', 'Comedy']",Manga
Gall Force 1: Eternal Story,1986,6.38,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Artmic
Honoo no Tenkousei,1991,6.58,Finished,2,"['Action', 'Comedy', 'Sports']",Manga
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,2010,7.14,Finished,1,"['Action', 'Comedy', 'Supernatural']",Manga
First Squad,2005,5.77,Finished,1,['Action'],Original
Full Metal Panic! Movie 3: Into the Blue,2018,7.0,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Light novel
Double Decker! Doug & Kirill: Extra,2019,7.13,Finished,3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']",Original
Full Metal Panic! Movie 2: One Night Stand,2018,6.98,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Light novel
Toriko Movie: Bishokushin no Special Menu,2013,7.09,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Bakuretsu Hunters OVA,1996,6.43,Finished,3,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Rekka no Honoo: Final Burning,2004,6.98,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Manga
Aguu: Tensai Ningyou,2018,5.38,Finished,12,"['Action', 'Drama', 'Supernatural']",Web manga
Biohazard: Death Island,2023,6.65,Finished,1,"['Action', 'Horror', 'Sci-Fi']",Game
Sukeban Deka,1991,6.41,Finished,2,"['Action', 'Drama']",Manga
Wonder Momo,2014,3.47,Finished,5,['Action'],Game
Lupin III: Otakara Henkyaku Daisakusen!!,2003,7.31,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Doupo Cangqiong 4th Season,2021,7.98,Finished,24,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",Novel
Doupo Cangqiong: San Nian Zhi Yue,2021,8.07,Finished,13,"['Action', 'Fantasy']",Novel
Ore dake Level Up na Ken: How to Get Stronger,2024,5.66,Finished,1,"['Action', 'Adventure', 'Fantasy']",Web manga
The New Gate,2024,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy']",Source
California Crisis: Tsuigeki no Juuka,1986,5.63,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Source
Jikuu Bouken Nuumamonjaa,1996,5.25,Finished,1,"['Action', 'Comedy', 'Fantasy']",Game
Lupin III: Hemingway Paper no Nazo,1990,6.88,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Tu Bian Yingxiong X,0000,0.0,Not yet aired,?,['Action'],Pb Animation Co. Ltd.
Kidou Senshi Gundam 0083: Stardust Memory - Uchuu no Kagerou,1992,5.93,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Radio
Jiang Ziya,2020,7.26,Finished,1,"['Action', 'Adventure', 'Fantasy']",Novel
Sol Bianca,1990,6.28,Finished,2,"['Action', 'Adventure', 'Sci-Fi']",Original
Kage (OVA),2004,6.27,Finished,4,"['Action', 'Hentai']",Original
Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,2019,6.97,Finished,5,"['Action', 'Supernatural']",Manga
Hashire Melos (Movie),1992,6.89,Finished,1,"['Action', 'Adventure']",Novel
Lupin III: Russia yori Ai wo Komete,1992,6.66,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Kengan Ashura Season 2 Part 2,2024,0.0,Not yet aired,?,['Action'],Web manga
Juusenki L-Gaim,1984,6.83,Finished,54,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Original
Seihou Bukyou Outlaw Star Pilot,2006,6.89,Finished,1,"['Action', 'Sci-Fi']",Manga
Kyoushoku Soukou Guyver,1986,6.19,Finished,1,"['Action', 'Horror', 'Sci-Fi']",Source
Ai City,1986,5.68,Finished,1,"['Action', 'Sci-Fi']",Magic Bus
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,2016,7.12,Finished,1,"['Action', 'Sci-Fi']",Source
Da Zhu Zai,2019,6.46,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Romance']",Source
One Piece: Densetsu no Log! Akagami no Shanks!,2022,6.81,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Blue Seed 2,1996,6.4,Finished,3,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Supernatural']",Source
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,2005,6.97,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,1987,6.46,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Original
Lupin III: Napoleon no Jisho wo Ubae,1991,6.6,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Eden's Bowy,1999,6.57,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",Manga
Meitantei Conan: Hiiro no Fuzai Shoumei,2021,7.37,Finished,1,"['Action', 'Comedy', 'Drama', 'Mystery']",Manga
Miyamoto Musashi: Souken ni Haseru Yume,2009,6.31,Finished,1,['Action'],
Initial D Battle Stage 3,2021,7.46,Finished,1,['Action'],Manga
Dragon Quest: Yuusha Abel Densetsu,1989,6.98,Finished,43,"['Action', 'Adventure', 'Fantasy']",Source
Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,2024,0.0,Not yet aired,?,['Action'],Manga
Full Metal Panic! Invisible Victory Intermission,2018,6.34,Finished,2,['Action'],Light novel
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,2010,7.18,Finished,1,"['Action', 'Fantasy']",Original
Last Exile: Ginyoku no Fam - Adjournment,2011,6.45,Finished,2,"['Action', 'Adventure', 'Sci-Fi']",Original
Princess Principal: Ange Report,2017,6.47,Finished,1,"['Action', 'Mystery']",Source
Sakura Nagashi,2016,6.99,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Original
Sacred Seven: Shirogane no Tsubasa,2012,6.62,Finished,1,"['Action', 'Sci-Fi']",Original
Yao Shen Ji 4th Season,2020,7.34,Finished,52,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Yi Ren Zhi Xia Recap,2018,6.3,Finished,1,"['Action', 'Supernatural']",Web manga
Kaze no Tairiku,1992,6.18,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",Light novel
Detonator Orgun,1991,6.36,Finished,3,"['Action', 'Sci-Fi']",Source
Busou Chuugakusei: Basket Army,2011,5.64,Finished,5,['Action'],Source
Digimon Savers 3D: Digital World Kiki Ippatsu!,2006,6.0,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",Original
Yuugen Kaisha,1994,6.5,Finished,4,"['Action', 'Adventure', 'Comedy', 'Supernatural']",Original
Project Zeorymer,1988,6.09,Finished,4,"['Action', 'Drama', 'Sci-Fi']",Source
Choujikuu Seiki Orguss,1983,6.51,Finished,35,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Source
Busou Shinki: Install x Dream,2013,6.53,Finished,1,"['Action', 'Sci-Fi']",Other
Kurokami: Intermission,2009,6.59,Finished,1,"['Action', 'Fantasy']",Manga
Shin Hakkenden,1999,7.16,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Original
Lupin III: Goodbye Partner,2019,6.8,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Danball Senki W,2012,7.03,Finished,58,['Action'],Game
Shen Yin Wangzuo,2022,7.8,Finished,26,"['Action', 'Adventure', 'Fantasy']",Web novel
Cyborg 009 (TV),1968,6.87,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Manga
Cardfight!! Vanguard Movie: Neon Messiah,2014,6.78,Finished,1,"['Action', 'Adventure']",Original
Shinzou Ningen Casshern,1973,6.69,Finished,35,"['Action', 'Adventure', 'Sci-Fi']",Original
Beyblade Burst Sparking,2020,6.63,Finished,52,"['Action', 'Adventure', 'Sci-Fi', 'Sports']",Manga
Persona 2: Another Self,2000,6.27,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Game
Midnight Eye: Gokuu II,1989,6.21,Finished,1,"['Action', 'Mystery', 'Sci-Fi']",Manga
Herlock Saga: Nibelung no Yubiwa,1999,6.63,Finished,6,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Source
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,2009,7.29,Finished,1,"['Action', 'Fantasy']",Original
Rockman.EXE Beast+,2006,6.77,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Game
Taimanin Asagi Special,2009,6.35,Finished,1,"['Action', 'Supernatural', 'Hentai']",Visual novel
Tiger Mask Nisei,1981,7.33,Finished,33,"['Action', 'Drama', 'Sports']",Manga
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,2016,6.43,Finished,1,"['Action', 'Sci-Fi']",Source
Zoids Wild,2018,6.29,Finished,50,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Other
Arknights,2019,7.15,Airing,?,"['Action', 'Fantasy']",Game
Doupo Cangqiong: Nian Fan,2022,8.11,Airing,104,"['Action', 'Adventure', 'Fantasy']",Novel
Uchuu no Senshi,1988,6.14,Finished,6,"['Action', 'Sci-Fi']",Book
Rurouni Kenshin: Review Special,1997,6.65,Finished,1,"['Action', 'Comedy']",Source
Kidou Senshi Gundam SEED Freedom,2024,7.56,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Original
Kurogane Communication,1998,6.73,Finished,24,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Manga
Lupin III: Nusumareta Lupin,2004,7.0,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Shin Getter Robo tai Neo Getter Robo,2000,7.08,Finished,4,"['Action', 'Sci-Fi']",
Mini Toji,2019,6.1,Finished,10,"['Action', 'Comedy', 'Fantasy']",Original
Giant Gorg,1984,7.23,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Original
Cardfight!! Vanguard: will+Dress,2022,6.87,Finished,13,['Action'],Studio Jemi
Shy 2nd Season,0000,0.0,Not yet aired,?,"['Action', 'Drama']",Manga
Muteking the Dancing Hero,2021,5.85,Finished,12,"['Action', 'Comedy', 'Sci-Fi']",Source
Lupin III: Kiri no Elusive,2007,6.77,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,2021,7.49,Finished,8,"['Action', 'Drama', 'Sci-Fi']",Original
Yokoyama Mitsuteru Sangokushi,1991,7.34,Finished,47,"['Action', 'Adventure']",Manga
Genma Taisen,1983,5.16,Finished,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",Manga
Sakura Taisen: Ouka Kenran,1997,6.66,Finished,4,"['Action', 'Adventure', 'Sci-Fi']",Game
Shadow Skill,1995,6.49,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Manga
SSSS.Gridman Movie,2023,6.9,Finished,1,"['Action', 'Sci-Fi']",Original
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,2003,6.89,Finished,12,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Light novel
Uchuu Senkan Yamato III,1980,7.02,Finished,25,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Original
Master Mosquiton,1996,6.73,Finished,6,"['Action', 'Adventure', 'Comedy', 'Supernatural']",Manga
Choujin Densetsu Urotsukidouji Movie,1989,6.1,Finished,1,"['Action', 'Drama', 'Hentai']",Manga
RS Keikaku: Rebirth Storage,2016,5.44,Finished,1,['Action'],Original
Eat-Man '98,1998,6.66,Finished,12,"['Action', 'Adventure', 'Sci-Fi']",Manga
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,2011,7.51,Finished,1,"['Action', 'Fantasy']",Original
Kakutou Bijin Wulong,2005,6.54,Finished,25,"['Action', 'Ecchi']",Manga
Avengers Confidential: Black Widow to Punisher,2014,6.26,Finished,1,"['Action', 'Sci-Fi']",Other
Pokemon (2019): Harukanaru Aoi Sora,2022,7.24,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Game
Project ARMS: The 2nd Chapter,2001,6.99,Finished,26,"['Action', 'Fantasy']",Manga
Cardfight!! Vanguard: Zoku Koukousei-hen,2019,6.33,Finished,14,['Action'],Original
Sabiiro no Armor: Reimei,2022,3.84,Finished,12,['Action'],Mixed media
Cyborg 009: Call of Justice 1,2016,6.21,Finished,1,"['Action', 'Adventure', 'Sci-Fi']",Source
Lupin III: Ikiteita Majutsushi,2002,5.84,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Persona 5 the Animation Recap,2018,6.31,Finished,1,"['Action', 'Supernatural']",Game
Amon Saga,1986,5.42,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
Starship Troopers: Invasion,2012,6.65,Finished,1,"['Action', 'Sci-Fi']",Book
Lupin III: Part 6 - Jidai,2021,7.32,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
"Ququ Bucai, Zaixia Yeguai",2023,6.84,Finished,12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Web manga
Shadow Skill (1996),1996,6.55,Finished,3,"['Action', 'Adventure', 'Drama', 'Fantasy']",Manga
Urusei Yatsura: The Shougaibutsu Suieitaikai,2008,7.03,Finished,1,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",Manga
Dragon Pink,1994,6.1,Finished,3,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural', 'Hentai']",Manga
Taiyou no Kiba Dagram,1981,7.43,Finished,75,"['Action', 'Drama', 'Sci-Fi']",Original
Hakuouki OVA (2021),2021,7.04,Finished,3,"['Action', 'Drama', 'Supernatural']",Visual novel
Hakaima Sadamitsu,2001,6.82,Finished,10,"['Action', 'Sci-Fi']",Manga
Toji no Miko: Kizamishi Issen no Tomoshibi,2020,6.61,Finished,2,"['Action', 'Fantasy']",Game
Uchuu Densetsu Ulysses 31,1981,7.08,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Original
Project A-Ko 3: Cinderella Rhapsody,1988,6.34,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Original
Kidou Senshi Gundam: Senkou no Hathaway 3,0000,0.0,Not yet aired,1,"['Action', 'Drama', 'Sci-Fi']",Novel
Yi Nian Yong Heng: Chuan Cheng Pian,2022,7.88,Finished,54,"['Action', 'Adventure', 'Fantasy']",Novel
Great Mazinger,1974,7.07,Finished,56,"['Action', 'Sci-Fi']",Manga
Mission-E,2008,6.42,Finished,12,"['Action', 'Comedy', 'Sci-Fi']",Original
Bannou Bunka Neko-Musume DASH!,1998,6.3,Finished,12,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",
Sengoku Musou SP: Sanada no Shou,2014,6.56,Finished,1,['Action'],Game
Lupin III (2015): Italian Game,2016,6.42,Finished,1,"['Action', 'Adventure', 'Comedy']",Original
Legend of Crystania,1996,5.92,Finished,3,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",
Dirty Pair: Lovely Angels yori Ai wo Komete,1987,7.04,Finished,2,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Light novel
Lu Shidai,2013,6.41,Finished,14,"['Action', 'Adventure', 'Comedy']",Source
Shikong Zhi Xi,2022,6.47,Finished,13,['Action'],Game
Cosmo Warrior Zero,2001,6.51,Finished,13,"['Action', 'Adventure', 'Sci-Fi']",Game
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,2013,6.75,Finished,1,"['Action', 'Adventure', 'Comedy']",Manga
Pokemon XY: New Year Special,2013,6.29,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",
Da Li Si Rizhi,2020,6.8,Finished,12,"['Action', 'Comedy', 'Mystery']",Web manga
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,2021,6.53,Finished,1,"['Action', 'Sci-Fi']",Source
Azur Lane Recap,2019,5.97,Finished,1,"['Action', 'Sci-Fi']",Game
Bakuretsu Tenshi: Infinity Special,2007,6.64,Finished,1,"['Action', 'Sci-Fi']",Original
Cobra The Animation: The Psycho-Gun,2008,6.82,Finished,4,"['Action', 'Adventure', 'Sci-Fi']",Manga
Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,2019,5.84,Finished,1,"['Action', 'Fantasy', 'Mystery', 'Sci-Fi']",Light novel
Rebuild World,0000,0.0,Not yet aired,?,"['Action', 'Sci-Fi']",Light novel
Lupin III: Pilot Film (1978),1978,6.3,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
A-Ko The Versus,1990,6.21,Finished,2,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']",Source
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,2007,7.25,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",
Oh! Super Milk-chan,2000,6.04,Finished,12,"['Action', 'Comedy', 'Sci-Fi']",Original
Sand Land,2023,0.0,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",Sunrise
Akai Koudan Zillion,1987,6.58,Finished,31,"['Action', 'Adventure', 'Sci-Fi']",Mixed media
Lupin III: Seven Days Rhapsody,2006,6.95,Finished,1,"['Action', 'Adventure', 'Comedy']",Manga
Sei Juushi Bismarck,1984,7.25,Finished,51,"['Action', 'Adventure', 'Sci-Fi']",Original
Project A-Ko 4: Final,1989,6.4,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Original
Angel Core: Tenshi-tachi no Sumika,2003,5.56,Finished,2,"['Action', 'Hentai']",Visual novel
TO,2009,6.31,Finished,2,"['Action', 'Drama', 'Sci-Fi']",Manga
God Eater 3,2018,6.43,Finished,1,['Action'],Game
Yu☆Gi☆Oh! Go Rush!!,2022,5.74,Airing,?,"['Action', 'Fantasy']",Card game
Hajimari no Boukensha-tachi: Legend of Crystania,1995,5.99,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",
Weiß Kreuz OVA,1999,6.81,Finished,2,"['Action', 'Drama']",Source
Mokei Senshi Gunpla Builders Beginning G,2010,6.57,Finished,3,"['Action', 'Sci-Fi']",Original
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),1999,6.58,Finished,26,"['Action', 'Adventure', 'Sci-Fi']",Novel
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,1978,6.92,Finished,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Manga
Variable Geo,1996,5.55,Finished,3,"['Action', 'Ecchi']",Game
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,2017,7.08,Finished,1,['Action'],Original
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,2008,6.96,Finished,1,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Sin: The Movie,2000,5.1,Finished,1,"['Action', 'Horror', 'Sci-Fi', 'Supernatural']",Game
Getter Robo Arc,2021,6.16,Finished,13,"['Action', 'Sci-Fi']",Source
Touken Ranbu: Hanamaru - Makuai Kaisouroku,2017,6.42,Finished,1,"['Action', 'Comedy', 'Fantasy']",Game
Fanren Xiu Xian Chuan,2020,7.5,Finished,17,"['Action', 'Adventure', 'Fantasy']",Source
Dog Days Recap,2015,6.42,Finished,1,"['Action', 'Adventure', 'Fantasy']",
Wu Geng Ji,2016,7.21,Finished,30,"['Action', 'Fantasy', 'Supernatural']",Manga
I'll/CKBC,2002,6.2,Finished,2,"['Action', 'Sports']",Manga
Chousoku Henkei Gyrozetter,2012,6.44,Finished,51,['Action'],Game
Sengoku☆Paradise Kiwami,2011,5.97,Finished,26,"['Action', 'Romance']",Source
All That Gundam,1989,5.8,Finished,1,"['Action', 'Sci-Fi']",Original
Choujuu Kishin Dancougar,1985,6.71,Finished,38,"['Action', 'Sci-Fi']",Source
Sentou Mecha Xabungle,1982,7.13,Finished,50,"['Action', 'Sci-Fi']",Original
Yu☆Gi☆Oh! Zexal Special,2012,6.19,Finished,1,"['Action', 'Fantasy']",Manga
Senkou no Night Raid Specials,2010,6.82,Finished,3,['Action'],Original
Macross FB7: Ore no Uta wo Kike!,2012,6.29,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Gundam: Mission to the Rise,1998,5.52,Finished,1,"['Action', 'Sci-Fi']",Original
009-1: R&B,2007,6.26,Finished,1,"['Action', 'Sci-Fi']",Manga
Tunshi Xingkong 2nd Season,2021,7.99,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Novel
"Urusei Yatsura: Haru da, Tobidase!",1982,6.62,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Manga
Shoka,2010,5.92,Finished,1,"['Action', 'Fantasy']",Original
Ribbon no Kishi,1967,6.74,Finished,52,"['Action', 'Fantasy', 'Mystery', 'Romance']",Manga
Quiz Magic Academy: The Original Animation 2,2010,5.97,Finished,1,"['Action', 'Comedy', 'Fantasy']",Game
Dirty Pair no Ooshoubu: Nolandia no Nazo,1985,6.31,Finished,1,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Light novel
Usuzumizakura: Garo,2018,6.19,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Source
Hokuto no Ken: Fist of the North Star,0000,0.0,Not yet aired,?,"['Action', 'Drama', 'Sci-Fi']",Manga
Glamorous Heroes,2017,4.25,Finished,10,['Action'],Game
Monster Strike The Animation,2018,6.64,Finished,63,"['Action', 'Fantasy']",Dynamo Pictures
Duel Masters Charge,2004,6.16,Finished,52,"['Action', 'Adventure', 'Comedy']",Original
Shounen Sunday CM: InuYasha-hen,1996,6.2,Finished,2,"['Action', 'Fantasy']",Manga
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,1997,7.0,Finished,1,"['Action', 'Comedy']",Manga
Wushen Zhuzai,2020,7.37,Airing,496,"['Action', 'Drama', 'Fantasy']",Novel
Soul Worker: Your Destiny Awaits,2016,5.65,Finished,5,"['Action', 'Fantasy', 'Sci-Fi']",Game
Mo Ri Shu Guang,2018,5.94,Finished,20,"['Action', 'Boys Love', 'Horror', 'Supernatural', 'Suspense']",Novel
Taiho Shichau zo in America,2002,6.47,Finished,1,"['Action', 'Comedy', 'Mystery']",Manga
Sengoku Kitan Youtouden Movie,1989,5.97,Finished,1,['Action'],
