Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Kick-Heart,2013,6.41,Finished,1,"['Comedy', 'Romance', 'Sports']",Original
Shitcom,2012,2.76,Finished,1,"['Comedy', 'Romance']",Original
Natsu no Arashi! Akinaichuu,2009,7.27,Finished,13,"['Comedy', 'Romance', 'Supernatural']",Manga
Jigoku Sensei Nube,1996,7.56,Finished,49,"['Adventure', 'Comedy', 'Horror', 'Romance', 'Supernatural']",Manga
Chitose Get You!!,2012,6.2,Finished,26,"['Comedy', 'Romance']",4-koma manga
Kaitou Saint Tail,1995,7.56,Finished,43,"['Adventure', 'Romance']",Manga
Yeon-ae Halujeon,2018,7.18,Finished,10,"['Romance', 'Slice of Life']",Source
Fushigi Yuugi: Dai Ni Bu,1997,7.24,Finished,6,"['Adventure', 'Fantasy', 'Romance']",Manga
Scared Rider Xechs,2016,5.26,Finished,12,"['Adventure', 'Romance', 'Sci-Fi']",Visual novel
Munto,2003,6.75,Finished,1,"['Fantasy', 'Romance']",Original
Neo Angelique Abyss: Second Age,2008,6.98,Finished,13,"['Comedy', 'Fantasy', 'Romance']",Visual novel
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,2011,6.88,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Yozakura-san Chi no Daisakusen,2024,0.0,Not yet aired,?,"['Action', 'Comedy', 'Romance']",Manga
Rurouni Kenshin Special,1998,7.3,Finished,1,"['Action', 'Romance']",Manga
CLAMP in Wonderland 2,2007,7.42,Finished,1,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Hitohira,2007,6.76,Finished,12,"['Drama', 'Romance']",Manga
Megami no Café Terrace Season 2,2024,0.0,Not yet aired,?,"['Comedy', 'Romance', 'Ecchi']",Manga
Amagami SS+ Plus Picture Drama,2012,6.54,Finished,2,['Romance'],Visual novel
Touka Gettan,2007,6.5,Finished,26,"['Drama', 'Fantasy', 'Romance', 'Ecchi']",Visual novel
Urusei Yatsura 2: Beautiful Dreamer,1984,7.84,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Manga
Negima!? Haru Special!?,2006,7.06,Finished,1,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Source
Shinkon Gattai Godannar!!,2003,6.64,Finished,13,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Source
Tsuyokiss,2006,6.55,Finished,12,"['Comedy', 'Romance']",Source
Tsuki ga Kirei: Michinori,2017,6.66,Finished,1,['Romance'],Original
Furiko,2012,7.46,Finished,1,"['Drama', 'Romance']",Original
Kud Wafter,2020,6.96,Finished,1,"['Comedy', 'Romance']",Visual novel
Wagamama☆Fairy Mirumo de Pon!,2002,7.31,Finished,172,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Shinpi no Sekai El-Hazard,1995,7.26,Finished,7,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",Original
Iketeru Futari,1999,6.54,Finished,16,"['Comedy', 'Romance', 'Ecchi']",Manga
Tytania,2008,6.79,Finished,26,"['Adventure', 'Romance', 'Sci-Fi']",Light novel
Nishi no Yoki Majo: Astraea Testament,2006,6.68,Finished,13,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']",Light novel
Narue no Sekai,2003,6.52,Finished,12,"['Comedy', 'Romance', 'Sci-Fi']",Manga
Chou Yuu Sekai: Being the Reality,2017,6.13,Finished,20,"['Action', 'Adventure', 'Fantasy', 'Romance']",Source
Kimi no Iru Machi OVA,2014,7.02,Finished,2,"['Drama', 'Romance']",Manga
Dance with Devils: Fortuna,2017,6.28,Finished,1,"['Fantasy', 'Romance']",Mixed media
Cutie Honey Universe,2018,5.43,Finished,12,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Ranma ½ Super,1995,7.63,Finished,3,"['Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural']",Manga
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,2004,6.81,Finished,1,"['Romance', 'Ecchi']",Manga
Akane Maniax,2004,5.73,Finished,3,"['Comedy', 'Romance']",Source
Ranma ½: Yomigaeru Kioku,1994,7.58,Finished,2,"['Comedy', 'Drama', 'Romance']",Manga
Ichigo 100% Special 2,2005,6.81,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,2024,0.0,Not yet aired,1,"['Fantasy', 'Romance']",Novel
Area 88,1985,7.48,Finished,3,"['Action', 'Adventure', 'Drama', 'Romance']",Manga
R-15: R15 Shounen Hyouryuuki,2011,6.65,Finished,1,"['Adventure', 'Comedy', 'Romance', 'Ecchi']",
Rurouni Kenshin DVD-BOX Special Ending,2007,7.66,Finished,1,['Romance'],Manga
Nijiiro Days: Nijiiro Biyori,2016,6.75,Finished,1,"['Comedy', 'Romance']",Manga
Code-E,2007,6.39,Finished,12,"['Comedy', 'Romance', 'Sci-Fi']",Original
Saishuu Heiki Kanojo: Another Love Song,2005,7.06,Finished,2,"['Drama', 'Romance', 'Sci-Fi']",Manga
Nana Recaps,2006,6.97,Finished,3,"['Comedy', 'Drama', 'Romance']",Manga
Shuffle! Prologue,2005,6.65,Finished,1,"['Comedy', 'Fantasy', 'Romance']",Visual novel
Shinpi no Sekai El-Hazard (TV),1995,6.92,Finished,26,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",Original
Ai Yori Aoshi: Enishi - Miyuki,2003,6.9,Finished,1,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Manga
Angel Heart,2005,7.26,Finished,50,"['Action', 'Drama', 'Mystery', 'Romance']",Manga
Fushigi Yuugi: Eikouden,2001,6.8,Finished,4,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Manga
Bishoujo Senshi Sailor Moon Memorial,1998,7.38,Finished,5,['Romance'],Manga
Negima!? Natsu Special!?,2006,7.08,Finished,1,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Source
Choukadou Girl ⅙,2019,5.97,Finished,12,"['Comedy', 'Romance', 'Sci-Fi']",Manga
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,2012,6.78,Finished,3,"['Drama', 'Romance']",Visual novel
Seikai no Senki III,2005,7.63,Finished,2,"['Action', 'Romance', 'Sci-Fi']",Light novel
Pucca (TV),2006,6.66,Finished,26,"['Comedy', 'Romance']",Other
12-sai.: Chicchana Mune no Tokimeki 2nd Season,2016,6.59,Finished,12,['Romance'],Manga
Tales of Eternia The Animation,2001,6.19,Finished,13,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",Game
Ookami Shoujo to Kuro Ouji Recap,2014,6.81,Finished,1,"['Comedy', 'Romance']",Manga
Macross Plus Movie Edition,1995,7.7,Finished,1,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Original
Boku no Kokoro no Yabai Yatsu: Twi-Yaba,2023,7.74,Finished,1,"['Comedy', 'Romance']",Web manga
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,2007,7.01,Finished,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Light novel
Koitabi: True Tours Nanto,2013,6.85,Finished,6,['Romance'],Original
Tooi Sekai,1999,6.24,Finished,1,"['Drama', 'Romance']",Original
Chu Feng: B.E.E,2015,5.85,Finished,6,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Manga
Watashi no Ashinaga Ojisan,1990,7.69,Finished,40,"['Comedy', 'Romance']",Novel
Uchuu no Kishi Tekkaman Blade,1992,7.45,Finished,49,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",Original
Gunparade March: Arata Naru Kougunka,2003,6.72,Finished,12,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Game
Kagerou Daze: In a Day's,2016,6.14,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life', 'Supernatural']",Mixed media
Koi Koi 7,2005,5.76,Finished,13,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Tenchi Muyou! in Love 2: Harukanaru Omoi,1999,7.2,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Original
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",2024,0.0,Not yet aired,?,"['Action', 'Fantasy', 'Romance']",Light novel
Yao Shen Ji,2017,7.28,Finished,40,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Plastic Little,1994,6.11,Finished,1,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,1993,7.3,Finished,1,"['Comedy', 'Romance', 'Sci-Fi']",Original
Gugure! Kokkuri-san Specials,2014,7.22,Finished,11,"['Comedy', 'Romance', 'Supernatural']",4-koma manga
Ao no Hako,0000,0.0,Not yet aired,?,"['Romance', 'Sports']",Manga
D.C.if: Da Capo if,2008,7.12,Finished,2,"['Drama', 'Romance']",Visual novel
Tsubasa to Hotaru,2014,6.8,Finished,1,['Romance'],Manga
Akazukin Chacha,1994,7.53,Finished,74,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",Manga
W: Wish,2004,6.14,Finished,13,"['Drama', 'Romance']",Source
Ginga Sengoku Gunyuuden Rai,1994,7.91,Finished,52,"['Adventure', 'Romance', 'Sci-Fi']",Manga
"Hanayaka Nari, Waga Ichizoku: Kinetograph",2012,6.34,Finished,2,"['Drama', 'Romance']",Source
RahXephon: Tagen Hensoukyoku,2003,6.99,Finished,1,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Original
Silent Möbius,1998,6.8,Finished,26,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']",Manga
Armitage III: Poly-Matrix,1996,7.05,Finished,1,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Original
"Sono Toki, Kanojo wa.",2018,5.66,Finished,12,"['Drama', 'Romance']",Original
Sola Specials,2007,6.91,Finished,2,"['Comedy', 'Romance', 'Supernatural']",Manga
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,2024,0.0,Not yet aired,?,"['Adventure', 'Fantasy', 'Romance']",Light novel
Otogi Story Tenshi no Shippo,2001,6.53,Finished,12,"['Comedy', 'Fantasy', 'Romance']",Original
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,2011,6.27,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
1001 Nights,1999,6.29,Finished,1,"['Avant Garde', 'Fantasy', 'Romance']",Other
Happy☆Lesson Advance,2003,6.76,Finished,13,"['Comedy', 'Romance']",Manga
Aoki Densetsu Shoot!,1993,7.42,Finished,58,"['Romance', 'Sports']",Manga
3x3 Eyes: Seima Densetsu,1995,6.91,Finished,3,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Romance']",Manga
Photon,1997,7.01,Finished,6,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Amaenaide yo!!: Yasumanaide yo!!,2005,6.62,Finished,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Mahou no Tenshi Creamy Mami,1983,7.34,Finished,52,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Original
Megane na Kanojo,2010,6.63,Finished,4,"['Comedy', 'Romance']",Manga
Sakura Tsuushin,1997,6.14,Finished,12,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Manga
Genji Monogatari Sennenki,2009,6.85,Finished,11,"['Drama', 'Romance']",Source
Ajimu: Kaigan Monogatari,2001,6.32,Finished,4,"['Comedy', 'Drama', 'Romance']",Original
Ray The Animation,2006,6.6,Finished,13,"['Drama', 'Romance', 'Sci-Fi']",Manga
Jiisan Baasan Wakagaeru,2024,0.0,Not yet aired,?,"['Comedy', 'Romance', 'Supernatural']",Web manga
Area 88 (TV),2004,6.99,Finished,12,"['Action', 'Drama', 'Romance']",Manga
Wo de Ni Tian Shen Qi,2018,6.38,Finished,16,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",Source
Kujibiki♥Unbalance,2006,6.22,Finished,12,"['Comedy', 'Romance']",Other
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,2006,6.56,Finished,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Yeon-ae Halujeon 2,2018,7.33,Finished,15,"['Romance', 'Slice of Life']",Source
12-sai.,2014,6.23,Finished,8,['Romance'],Manga
Itsudatte My Santa!,2005,5.88,Finished,2,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,2018,6.88,Finished,1,"['Comedy', 'Romance']",Manga
Kanon Kazahana,2003,6.69,Finished,1,"['Drama', 'Romance', 'Supernatural']",Visual novel
Tokyo Mew Mew New ♡ 2nd Season,2023,6.69,Finished,12,"['Fantasy', 'Romance', 'Sci-Fi']",Source
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,2014,5.86,Finished,6,"['Comedy', 'Romance', 'Ecchi']",Manga
Fatal Fury: The Motion Picture,1994,6.56,Finished,1,"['Action', 'Adventure', 'Drama', 'Romance']",Game
Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,1998,6.75,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Original
Kaikan Phrase,1999,7.32,Finished,44,"['Drama', 'Romance']",Manga
Huyao Xiao Hongniang: Wangquan Fugui,2016,7.51,Finished,14,"['Comedy', 'Romance', 'Supernatural']",Manga
ef: A Tale of Memories. - Recollections,2008,7.27,Finished,1,"['Drama', 'Mystery', 'Romance']",Visual novel
Ace wo Nerae!,1973,7.13,Finished,26,"['Drama', 'Romance', 'Sports']",Manga
Huyao Xiao Hongniang: Yue Hong,2016,7.6,Finished,13,"['Comedy', 'Romance', 'Supernatural']",Manga
Aquarian Age: Sign for Evolution,2002,6.05,Finished,13,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",Card game
Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,2011,6.4,Finished,1,"['Drama', 'Fantasy', 'Romance', 'Ecchi']",Visual novel
Hayate no Gotoku! OVA,2014,7.09,Finished,3,"['Comedy', 'Romance']",Manga
Shamanic Princess,1996,6.64,Finished,6,"['Action', 'Fantasy', 'Romance']",Original
True Tears Epilogue,2010,6.6,Finished,1,"['Drama', 'Romance']",Original
Si Ge Yongzhe,2023,6.57,Finished,10,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Web manga
Doupo Cangqiong,2017,7.23,Finished,12,"['Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural']",Novel
Legend of Basara,1998,7.27,Finished,13,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",Manga
Bokutachi no Remake Recap,2021,6.2,Finished,1,"['Drama', 'Romance']",Light novel
Star Driver the Movie,2013,6.62,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Izumo: Takeki Tsurugi no Senki,2005,6.11,Finished,12,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Source
Mahou Sensei Negima!: Introduction Film,2004,6.6,Finished,3,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Sumomomo Momomo: Chijou Saikyou no Yome Specials,2007,6.88,Finished,2,"['Comedy', 'Romance', 'Ecchi']",Manga
Litchi DE Hikari Club,2012,5.16,Finished,8,"['Comedy', 'Drama', 'Horror', 'Romance']",Manga
Princess Nine: Kisaragi Joshikou Yakyuubu,1998,7.21,Finished,26,"['Drama', 'Romance', 'Sports']",Original
KimiKiss Pure Rouge: Love Fighter,2008,6.93,Finished,1,['Romance'],Visual novel
Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,2019,6.28,Finished,15,"['Comedy', 'Romance', 'Ecchi']",Web manga
Beatless Intermission,2018,5.63,Finished,4,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Novel
Crying Freeman,1988,6.41,Finished,6,"['Action', 'Drama', 'Romance']",Manga
Meiji Tokyo Renka Movie 1: Yumihari no Serenade,2015,6.66,Finished,1,"['Fantasy', 'Romance']",Visual novel
He Wei Dao x Hui Yeda Xiaojie Xiangyao Wo Gaobai,2020,6.92,Finished,2,"['Comedy', 'Romance']",Manga
Urusei Yatsura Movie 1: Only You,1983,7.05,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Manga
Kujibiki Unbalance,2004,6.07,Finished,3,"['Comedy', 'Romance']",Other
"Onegai☆Teacher: Marie, Ai no Gekijou",2002,6.7,Finished,1,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",Original
Mahou no Stage Fancy Lala,1998,7.19,Finished,26,"['Comedy', 'Drama', 'Romance']",Original
Road to You,2017,6.57,Finished,3,"['Drama', 'Romance']",The Answer Studio
Hoshizora Kiseki,2006,5.69,Finished,1,"['Romance', 'Sci-Fi']",Original
Saber Marionette J Again,1997,7.21,Finished,6,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",Novel
11-nin Iru!,1986,7.02,Finished,1,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Manga
Happy☆Lesson,2001,6.59,Finished,5,"['Comedy', 'Romance']",Venet
Otome wa Boku ni Koishiteru Special,2007,6.62,Finished,1,"['Comedy', 'Romance']",Visual novel
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,2006,6.82,Finished,13,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Visual novel
Zuori Qing Kong,2018,6.78,Finished,1,"['Drama', 'Romance', 'Slice of Life']",Source
Yotsunoha,2008,6.29,Finished,2,['Romance'],Visual novel
Call Me Tonight,1986,5.26,Finished,1,"['Comedy', 'Horror', 'Romance', 'Sci-Fi']",Original
Mahoutsukai Tai! (TV),1999,6.74,Finished,13,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Kidou Senshi Gundam SEED Destiny Special Edition,2006,7.21,Finished,4,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Original
Psychic Academy,2002,6.19,Finished,24,"['Comedy', 'Romance', 'Supernatural']",Manga
Wind: A Breath of Heart (TV),2004,5.91,Finished,13,"['Drama', 'Romance', 'Supernatural']",Visual novel
Kidou Senshi Z Gundam II: Koibito-tachi,2005,6.95,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Original
Atri: My Dear Moments,2024,0.0,Not yet aired,?,"['Drama', 'Romance']",Visual novel
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,2012,6.12,Finished,1,['Romance'],Visual novel
Hyper Police,1997,7.09,Finished,25,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",Manga
Lady Jewelpet,2014,7.49,Finished,52,"['Fantasy', 'Romance']",Source
Mahoromatic Summer Special,2003,7.08,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Source
Himawari!!,2007,6.46,Finished,13,"['Comedy', 'Romance']",Original
Genji Monogatari,1987,6.38,Finished,1,"['Drama', 'Romance']",Novel
Igano Kabamaru,1983,7.81,Finished,24,"['Action', 'Adventure', 'Comedy', 'Romance']",Manga
Fatal Fury: Legend of the Hungry Wolf,1992,6.38,Finished,1,"['Action', 'Adventure', 'Drama', 'Romance']",Game
Koisuru Tenshi Angelique: Kagayaki no Ashita,2007,6.89,Finished,12,"['Drama', 'Fantasy', 'Romance']",Visual novel
Marmalade Boy Movie,1995,7.29,Finished,1,['Romance'],
Ai Yori Aoshi: Yumegatari,2002,6.74,Finished,1,"['Comedy', 'Romance', 'Slice of Life']",Manga
Sousei no Aquarion OVA,2007,7.03,Finished,2,"['Action', 'Romance', 'Sci-Fi', 'Supernatural']",Original
Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,2012,6.71,Finished,1,"['Drama', 'Romance']",
Cybersix,1999,7.19,Finished,13,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Other
1+2=Paradise,1990,4.75,Finished,2,"['Comedy', 'Romance', 'Ecchi']",Manga
Green Green Character DVD,2003,6.19,Finished,3,"['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",Visual novel
Sayonara Watashi no Cramer Movie: First Touch,2021,7.09,Finished,1,"['Romance', 'Sports']",Manga
Ai to Yuuki no Pig Girl Tonde Buurin,1994,6.73,Finished,51,"['Comedy', 'Fantasy', 'Romance']",Manga
Lady Georgie,1983,7.17,Finished,45,"['Drama', 'Romance']",Manga
"One Room, Hiatari Futsuu, Tenshi-tsuki.",2024,0.0,Not yet aired,?,"['Comedy', 'Romance', 'Supernatural']",Manga
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,1996,7.29,Finished,3,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Collar x Malice Movie: Deep Cover,2023,5.92,Finished,2,"['Mystery', 'Romance', 'Suspense']",Visual novel
Toshokan Sensou: Koi no Shougai,2008,7.33,Finished,1,"['Action', 'Comedy', 'Drama', 'Romance']",Novel
_Summer,2006,5.55,Finished,2,"['Drama', 'Romance']",Visual novel
Mahoutsukai Tai!,1996,7.07,Finished,6,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",Original
Tactical Roar,2006,6.41,Finished,13,"['Comedy', 'Romance', 'Sci-Fi']",Original
Kobayashi ga Kawai sugite Tsurai!!,2013,6.15,Finished,2,['Romance'],Manga
Mashiro-iro Symphony: The Color of Lovers Picture Drama,2012,6.43,Finished,2,"['Drama', 'Romance']",Visual novel
Cutie Honey F,1997,6.69,Finished,39,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
I''s,2002,5.9,Finished,2,"['Drama', 'Romance']",Source
Hokuto no Ken: Raoh Gaiden Gekitou-hen,2007,7.56,Finished,1,"['Action', 'Adventure', 'Romance']",Manga
Vampire Dormitory,2024,0.0,Not yet aired,?,"['Romance', 'Supernatural']",Manga
Kimagure Orange☆Road: Ano Hi ni Kaeritai,1988,7.63,Finished,1,"['Comedy', 'Drama', 'Romance']",Manga
Boku wa Konomama Kaeranai,1994,5.41,Finished,1,"['Boys Love', 'Drama', 'Romance']",Manga
Futari Ecchi (2014),2014,6.1,Finished,3,"['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",Manga
Tian Mei De Yao Hen,2022,6.53,Finished,12,"['Drama', 'Romance', 'Supernatural']",Manga
Hanaukyou Maid-tai OVA,2001,6.64,Finished,3,"['Comedy', 'Romance', 'Ecchi']",Manga
Okusama wa Mahou Shoujo,2005,6.4,Finished,13,"['Fantasy', 'Romance']",Original
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,2003,7.02,Finished,12,"['Comedy', 'Romance', 'Sci-Fi']",Manga
Oda Nobuna no Yabou Recap,2012,6.91,Finished,1,"['Action', 'Comedy', 'Romance']",Light novel
H2,1995,7.22,Finished,41,"['Comedy', 'Romance', 'Sports']",Manga
Mahoromatic: Tadaima Okaeri,2009,7.04,Finished,2,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Baby I Love You Daze,2018,7.38,Finished,1,['Romance'],Original
Zone of the Enders: 2167 Idolo,2001,6.85,Finished,1,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Game
Liang Bu Yi,2021,7.55,Finished,24,"['Comedy', 'Romance']",Web manga
Tokimeki Tonight,1982,7.15,Finished,34,"['Comedy', 'Fantasy', 'Romance']",Manga
Hime-chan no Ribbon,1992,7.56,Finished,61,"['Comedy', 'Fantasy', 'Romance']",Manga
Windaria,1986,6.48,Finished,1,"['Action', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Koukyoushihen Eureka Seven: New Order,2012,6.58,Finished,1,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",Original
To Heart: Remember My Memories,2004,6.43,Finished,13,"['Drama', 'Romance', 'Sci-Fi']",Source
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,2008,6.79,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Happy☆Lesson The Final,2004,6.76,Finished,3,"['Comedy', 'Romance']",Manga
Seihou Tenshi Angel Links,1999,5.93,Finished,13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Novel
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,2015,6.72,Finished,1,['Romance'],Visual novel
Nanaka 6/17,2003,6.6,Finished,12,"['Comedy', 'Drama', 'Romance']",Manga
Amazing Nuts!,2006,6.45,Finished,4,"['Adventure', 'Romance', 'Sci-Fi']",Original
Doupo Cangqiong 2nd Season,2018,7.57,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Sister Princess: Re Pure,2002,6.31,Finished,13,"['Drama', 'Romance']",Light novel
Rurouni Kenshin Recap,1997,7.18,Finished,1,"['Action', 'Adventure', 'Comedy', 'Romance']",Source
Kita e.: Diamond Dust Drops,2004,6.55,Finished,12,"['Drama', 'Romance']",Visual novel
Junk Boy,1987,5.87,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
Glass no Kamen,1984,7.35,Finished,23,"['Drama', 'Romance']",Manga
Yao Shen Ji 2nd Season,2018,7.25,Finished,40,"['Action', 'Adventure', 'Fantasy', 'Romance']",Novel
Yaoguai Mingdan 2nd Season,2017,7.4,Finished,21,"['Action', 'Comedy', 'Fantasy', 'Romance']",Web manga
Majimoji Rurumo: Kanketsu-hen,2019,7.4,Finished,2,"['Fantasy', 'Romance', 'Ecchi']",Manga
Shin Chou Kyou Ryo: Condor Hero,2001,7.29,Finished,26,"['Adventure', 'Drama', 'Romance']",Novel
"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",0000,0.0,Not yet aired,?,"['Comedy', 'Romance']",Light novel
Ame to Shoujo to Watashi no Tegami,2005,5.74,Finished,1,['Romance'],Original
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,2014,6.39,Finished,1,"['Comedy', 'Romance']",Light novel
Xie Wang Zhui Qi: Yishi Qingcheng,2020,7.28,Finished,12,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Source
Shi Yi Chang An: Mingyue Jishi You,2020,6.83,Finished,12,['Romance'],Manga
Piano (TV),2002,5.99,Finished,10,"['Drama', 'Romance', 'Slice of Life']",Original
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,2018,6.74,Finished,1,"['Fantasy', 'Romance']",Visual novel
Mamotte Shugogetten!,1998,6.63,Finished,22,"['Comedy', 'Fantasy', 'Romance']",Manga
Robin Hood no Daibouken,1990,7.1,Finished,52,"['Adventure', 'Romance']",
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",1996,7.36,Finished,1,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Ecchi']",Manga
Hand Maid May: Akiramemasen,2001,6.71,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,2017,6.25,Finished,12,['Romance'],Source
Natsu-iro no Sunadokei,2004,6.43,Finished,2,"['Drama', 'Romance', 'Sci-Fi']",Source
Seikai no Danshou: Tanjou,2000,7.04,Finished,1,"['Romance', 'Sci-Fi']",Light novel
Shinkon Gattai Godannar!! 2nd Season,2004,6.89,Finished,13,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Source
